Treatment,RR,CI_lower,CI_upper,pre_lower,pre_upper,WEIGHT,tau2,Reference
CICLO,7.189748026,0.098775668,523.3320876,0.093114933,555.1470102,0.457136449,0,NETA
DEUCRAVA,0.772092317,0.015739853,37.87370383,0.01491864,39.95850461,0.503479636,0,NETA
ETA,1.01143345,0.040902017,25.01093342,0.039135233,26.1400671,0.610983142,0,NETA
FUM,1.110427768,0.041332207,29.83266381,0.039501732,31.21508234,0.595589253,0,NETA
GUSEL,1.147962254,0.046492495,28.34473249,0.044485141,29.62376429,0.611267381,0,NETA
IFX,1.498427954,0.057256945,39.21421831,0.054740978,41.01655477,0.600375627,0,NETA
IXE,1.151677365,0.046514818,28.51480073,0.044504815,29.80263523,0.610743384,0,NETA
MTX,0.101154463,0.002169371,4.716679254,0.002057621,4.972842825,0.510122869,0,NETA
PBO,1.269662921,0.052610314,30.64121511,0.050354658,32.01379946,0.615656287,0,NETA
RISAN,0.927016132,0.037273984,23.05519326,0.035661102,24.09793473,0.609893589,0,NETA
SECU,1.349729432,0.055012767,33.11539575,0.05264215,34.60667058,0.612481979,0,NETA
SONELO,1.567147663,0.044423349,55.28515635,0.042297094,58.06431509,0.55006006,0,NETA
TILDRA,1.008782845,0.038034305,26.75591988,0.036356313,27.99081459,0.597923512,0,NETA
USK,1.227321416,0.049954359,30.15388219,0.047800808,31.51239309,0.612216928,0,NETA
ADA,0.816221441,0.157457876,4.231083635,0.153931526,4.328011678,1.191107248,0,SONELO
APRE,0.690945759,0.127066431,3.757137409,0.124138969,3.845738744,1.157468037,0,SONELO
BIME,0.423048254,0.072943089,2.453554247,0.071199369,2.513643433,1.115025891,0,SONELO
BRODA,0.835978335,0.155848016,4.484239175,0.152286027,4.589126076,1.166860154,0,SONELO
CERTO,0.56628929,0.094011695,3.411102862,0.091716492,3.496465612,1.091504937,0,SONELO
CICLO,4.587792328,0.171296503,122.8737194,0.163717302,128.5620893,0.596150893,0,SONELO
DEUCRAVA,0.492673623,0.031390349,7.732545493,0.030222952,8.031223953,0.711861014,0,SONELO
ETA,0.64539767,0.124466292,3.346594054,0.121678296,3.423274038,1.19088723,0,SONELO
FUM,0.708566139,0.116608608,4.305565277,0.113748048,4.413842552,1.086221425,0,SONELO
GUSEL,0.732516967,0.142596673,3.762928652,0.139420536,3.848651877,1.197702617,0,SONELO
IFX,0.956149819,0.165168507,5.535089533,0.161224243,5.670502533,1.116205917,0,SONELO
IXE,0.734887587,0.141552317,3.815266162,0.138379284,3.902750102,1.190007702,0,SONELO
MTX,0.064546862,0.004420279,0.942541658,0.00426012,0.977976578,0.731019066,0,SONELO
NETA,0.638101963,0.018088038,22.51068462,0.017222282,23.64228612,0.55006006,0,SONELO
PBO,0.810174402,0.163496954,4.014647029,0.15993455,4.104069835,1.224651607,0,SONELO
RISAN,0.591530813,0.11308531,3.094201216,0.110538945,3.165478936,1.184596889,0,SONELO
SECU,0.861265,0.170944633,4.339284524,0.167181731,4.436952496,1.212074349,0,SONELO
TILDRA,0.643706314,0.108585765,3.815949693,0.105958061,3.910583266,1.10130781,0,SONELO
USK,0.783156205,0.153404003,3.998159292,0.149999968,4.088891824,1.202264291,0,SONELO
ADA,0.177911593,0.009798708,3.230276229,0.009415398,3.361784217,0.676086769,0,CICLO
APRE,0.150605282,0.008083321,2.806018892,0.007764353,2.921293102,0.670117635,0,CICLO
BIME,0.092211727,0.004759625,1.786485873,0.004569353,1.86087679,0.661286749,0,CICLO
BRODA,0.182217998,0.009850649,3.370681339,0.009462879,3.508805048,0.671769736,0,CICLO
CERTO,0.123433942,0.006236892,2.442873331,0.005985809,2.545343176,0.656567125,0,CICLO
DEUCRAVA,0.107387952,0.00281232,4.100590933,0.002674795,4.311422757,0.538101074,0,CICLO
ETA,0.140677176,0.007749151,2.553836861,0.007446031,2.65780073,0.676122161,0,CICLO
FUM,0.154445992,0.007763741,3.072431634,0.007450662,3.201536417,0.655435069,0,CICLO
GUSEL,0.159666549,0.008809705,2.893786647,0.008465293,3.011521065,0.676507408,0,CICLO
IFX,0.208411748,0.01078366,4.027895673,0.010352916,4.195480349,0.661830426,0,CICLO
IXE,0.160183272,0.00881135,2.912003379,0.008466518,3.030605942,0.675797295,0,CICLO
MTX,0.014069264,0.000388986,0.508872386,0.00037024,0.534636794,0.546234165,0,CICLO
NETA,0.139086933,0.001910833,10.12395074,0.001801325,10.73941598,0.457136449,0,CICLO
PBO,0.176593521,0.009993504,3.120554159,0.009606159,3.246383114,0.682471386,0,CICLO
RISAN,0.12893583,0.007057493,2.355574345,0.006780836,2.45168113,0.674646538,0,CICLO
SECU,0.187729727,0.010431276,3.378536983,0.01002444,3.515652948,0.678154994,0,CICLO
SONELO,0.217969762,0.008138437,5.837830791,0.007778343,6.108089895,0.596150893,0,CICLO
TILDRA,0.140308512,0.007153542,2.751990304,0.006866406,2.867071776,0.658549922,0,CICLO
USK,0.170704371,0.009470717,3.076850853,0.009101152,3.201790662,0.677795266,0,CICLO
ADA,1.268002852,0.530449958,3.031070526,0.524124951,3.067648714,2.249066279,0,TILDRA
APRE,1.073386642,0.415765163,2.771177064,0.410372575,2.807592306,2.066522135,0,TILDRA
BIME,0.657206936,0.22602965,1.910903979,0.22273322,1.939185174,1.836353273,0,TILDRA
BRODA,1.298695255,0.51107216,3.300139388,0.504553472,3.342776254,2.10164094,0,TILDRA
CERTO,0.879732385,0.28609502,2.705146944,0.281705516,2.747298242,1.74486859,0,TILDRA
CICLO,7.127151359,0.363373373,139.7908879,0.34878792,145.6365993,0.658549922,0,TILDRA
DEUCRAVA,0.76537019,0.071356878,8.209321176,0.069064085,8.481854658,0.82607501,0,TILDRA
ETA,1.002627528,0.459511194,2.187676758,0.454602726,2.211297693,2.512124662,0,TILDRA
FUM,1.100759964,0.351279779,3.449308988,0.345800283,3.503966183,1.716027106,0,TILDRA
GUSEL,1.13796766,0.482667484,2.682945169,0.477002838,2.71480648,2.285257985,0,TILDRA
IFX,1.485382073,0.515142131,4.283011951,0.507687602,4.345900694,1.850829801,0,TILDRA
IXE,1.141650426,0.487404934,2.674092122,0.481728027,2.705604867,2.302807504,0,TILDRA
MTX,0.100273774,0.010169243,0.988749144,0.009853895,1.020391382,0.856442548,0,TILDRA
NETA,0.991293622,0.037374906,26.29205368,0.035726006,27.50553908,0.597923512,0,TILDRA
PBO,1.258608756,0.576331957,2.748582618,0.570168849,2.778292784,2.509351114,0,TILDRA
RISAN,0.918945179,0.377382757,2.237675744,0.372787992,2.265256016,2.202330027,0,TILDRA
SECU,1.337978177,0.580119664,3.085890228,0.57348487,3.121591682,2.345393876,0,TILDRA
SONELO,1.553503482,0.262057962,9.209310224,0.25571633,9.437696342,1.10130781,0,TILDRA
USK,1.216635892,0.525385541,2.817365109,0.519347915,2.8501181,2.334132202,0,TILDRA
ADA,12.64540862,1.41920603,112.6731115,1.377116199,116.1168239,0.896124284,0,MTX
APRE,10.70456007,1.161089692,98.68971116,1.126125977,101.7538079,0.882361863,0,MTX
BIME,6.554125843,0.675434109,63.59845465,0.654633499,65.61925968,0.862488366,0,MTX
BRODA,12.95149467,1.418188528,118.2785016,1.375662333,121.9348746,0.886143721,0,MTX
CERTO,8.773304779,0.879413804,87.52520874,0.852006316,90.34073495,0.852094895,0,MTX
CICLO,71.07692314,1.965129229,2570.787167,1.870428695,2700.947123,0.546234165,0,MTX
DEUCRAVA,7.632805225,0.341820187,170.4396573,0.327514678,177.8842891,0.631051762,0,MTX
ETA,9.998900843,1.12241173,89.07428117,1.089127035,91.79647081,0.896206703,0,MTX
FUM,10.97754592,1.093027155,110.2502476,1.058864797,113.8072725,0.849624724,0,MTX
GUSEL,11.34860701,1.276712194,100.8769883,1.238889099,103.9567474,0.897104482,0,MTX
IFX,14.8132658,1.531434987,143.2857715,1.484337947,147.8321322,0.863695643,0,MTX
IXE,11.38533412,1.275685609,101.6126796,1.237824168,104.7207159,0.895450539,0,MTX
NETA,9.885871227,0.212013568,460.9631856,0.201092219,485.9981667,0.510122869,0,MTX
PBO,12.55172414,1.46044095,107.8754872,1.417832104,111.1173731,0.911153418,0,MTX
RISAN,9.164362104,1.020129129,82.32833511,0.989763172,84.85417032,0.892778626,0,MTX
SECU,13.34325135,1.515198818,117.504287,1.470499557,121.0761036,0.900957189,0,MTX
SONELO,15.49261999,1.060961064,226.2300497,1.022519376,234.7351843,0.731019066,0,MTX
TILDRA,9.972697303,1.011378878,98.33574113,0.980016117,101.4827101,0.856442548,0,MTX
USK,12.13314148,1.374979927,107.0656518,1.334379783,110.3232557,0.900114174,0,MTX
